review_id,kullanici,puan,yorum_metni,begeni_sayisi,tarih,yanit_metni,yanit_tarihi,uygulama_versiyonu,kaynak
1e9546e9-c72c-453c-8378-f253c5e1d533,Mia Vien Tan,1,I didn't get what I wanted,0,2026-06-20 13:21:12,"Hi Mia, thank you for sharing your feedback. We understand how it is when a product does not meet your expectations. To help us sort this out, please contact Meta Store Support with the exact details of what went wrong. Sharing those specifics will allow us to investigate and provide the right help.",2026-06-20 13:50:44,,google_play
a64eed6d-0338-4232-96ae-52f105792d1f,Shivjee singh,3,super,0,2026-06-20 13:20:06,,,,google_play
deaddc39-7521-458d-9efa-b1b86efe7342,Krish Kumar,2,Don't use it . Not good,0,2026-06-20 13:18:58,"Hi Krish,
Thank you so much for being honest and sharing your feedback. We truly appreciate it! I understand you didn’t find it good, and I completely understand how that can feel.
Here’s a quick tip: if the app or device isn’t working as expected, try restarting it and checking for updates. Sometimes reinstalling clears up hidden glitches too.",2026-06-20 13:49:59,275.0.0.16.164,google_play
59d160e9-4128-4616-b291-ccde916b57f0,sushil naagar,3,good,0,2026-06-20 13:16:27,,,,google_play
50c42f6a-bf64-40e3-aa64-c90faaef3eb8,Madan Lal,5,nice,1,2026-06-20 13:00:34,,,,google_play
f8471123-812c-4698-a4fb-13cedf332d30,Madu UMAR,5,it's educational,0,2026-06-20 12:53:20,,,276.0.0.23.162,google_play
9248f746-8cb8-4409-9e3f-240ed8daa935,Md Faruk,5,nice,0,2026-06-20 12:53:19,,,,google_play
a9b60ba1-7c6c-4675-b821-63f84a2d2f93,Saad Khan,5,great app.. love it,0,2026-06-20 12:52:01,,,,google_play
869a87f6-d3d6-4b29-a57f-689f41b70896,David Johns,5,Super Cool,0,2026-06-20 12:47:19,,,277.1.0.21.162,google_play
c3d4585c-2283-4233-a583-d1d13b6044a3,sangam dahe,5,it's very useful app,0,2026-06-20 12:42:07,,,,google_play
918519c5-e59f-47cb-bb8a-102c6f2b0bcd,Rehan Ansari,1,"worst disgusting app, I have tried opening the app more than 50 times, but it just won't open; it freezes every single time.",0,2026-06-20 12:35:51,"Hello Rehan!

Thank you for alerting us. We understand how vital a smooth launch is, and we appreciate you highlighting this application behavior.

To clear this startup sync hitch, try a quick app cache and data wipe, perform a fresh reinstall after a phone restart, and shift to a stable Wi-Fi network.

We want to get you fully connected!",2026-06-20 13:08:11,277.1.0.21.162,google_play
acc6f921-29f4-4787-9ea4-b36ae3a0238a,Musa Muhammed Nasir,3,satisfactory,1,2026-06-20 12:33:57,,,277.0.0.20.162,google_play
35371769-7633-40a4-9d7b-9c9fa4e507c3,ranjit mondal,5,very 👍🙂🙂🙂🙂,0,2026-06-20 12:33:19,,,277.1.0.21.162,google_play
7ebd45d4-d9c5-4238-9097-475d5dc078a1,HAMDI NAJDI,1,not friendly user,0,2026-06-20 12:31:59,,,,google_play
824c61e1-4e1c-47a2-9606-2fa21ddf478a,Ratnakar Panda,3,good modification,0,2026-06-20 12:29:20,,,276.0.0.23.162,google_play
11b12d8b-eb5f-4ff6-9d32-4becb6b73de9,Parmesh Sharma,2,pahle to achcha tha per ab ismein Se video aur photo download nahin Hoti Hai bekar hai,0,2026-06-20 12:26:10,,,277.1.0.21.162,google_play
acfb2720-8272-4b2b-9849-c9d2b9e91152,kak fiza,5,sangat bagus👍,0,2026-06-20 12:21:08,,,277.1.0.21.162,google_play
ab8a829e-b382-47d7-abce-7d56fe591d30,Katal Tripura,5,excellent,0,2026-06-20 12:17:46,,,,google_play
f8b1289d-84e6-40e7-9ce3-f395dff51b46,Akash Kumar,5,good,0,2026-06-20 12:14:17,,,,google_play
adef39cb-1289-4742-a031-d6bfadfbbc34,Mike Ryan,5,Nice,0,2026-06-20 12:13:51,,,,google_play
d46b12bd-3402-4218-aa7f-4a5cadca3720,Joyce Oyadan,3,nice one,0,2026-06-20 12:11:16,,,277.1.0.21.162,google_play
203a2dd6-eac7-4a59-b0b5-d0da5301dac8,Vivek Kumar,5,good response,0,2026-06-20 12:10:35,,,276.0.0.23.162,google_play
f1969338-289b-434a-8f0c-8dbd8da48c80,Vidyasagar Srivastav,1,poor response,0,2026-06-20 12:08:55,,,276.0.0.23.162,google_play
4cfaa0d4-f408-4754-94fc-15354bbbf68b,Abiola Precious,1,"The app is okay....but slow in responding, answers not correctly accurate or gives it in a way you don't understand 😒",0,2026-06-20 12:00:40,,,,google_play
4b4324c4-0e7e-4f23-9a16-d0a82bbafadd,Kaberi Sinha,4,thanks AI,0,2026-06-20 11:56:57,,,,google_play
bc505f35-ab2e-4f26-8dc8-4dbb1dcd2f56,Manish Gurjar,4,gud,0,2026-06-20 11:52:50,,,,google_play
7dde7c9d-3cbe-4fa5-85a5-7feb894a45db,GOOD BOY,5,super need more improvement,0,2026-06-20 11:52:47,,,277.1.0.21.162,google_play
79f60cc9-6cd8-4174-9c17-2a9d4bacb329,sur Kumar,1,don't know what song is,0,2026-06-20 11:52:34,,,276.0.0.23.162,google_play
84eba8fb-db23-413b-98e5-b47c378cfdde,Zahid Ali,2,our best 😊,0,2026-06-20 11:51:16,,,274.0.0.24.162,google_play
5b897d50-5ab6-4558-9d7b-4e2bcf11ca0f,nadeem faruki,5,Good,0,2026-06-20 11:40:14,,,,google_play
39fd77b0-22a1-4898-8f52-288006ed88cd,Milorien Gaborno,5,pretty funny. Telle meta💖,0,2026-06-20 11:33:19,,,,google_play
ecd89557-bcec-4f1a-985b-019e1d39b410,Josephine Johnson,5,very good,0,2026-06-20 11:33:06,,,266.0.0.40.161,google_play
19e73624-4e8d-46d9-9f44-573f319ec6fd,Ramresh Mahto,5,best,0,2026-06-20 11:32:00,,,,google_play
a89d1fb1-b439-456f-afd6-f1c6be9075cd,sunil nirmalkar,5,"It's a very good app, I love it.",0,2026-06-20 11:31:19,,,,google_play
01ab4b82-789d-4575-9caa-eab8a9029da5,Hajrat ali Ali,5,good👍,0,2026-06-20 11:27:59,,,274.0.0.24.162,google_play
bfa63a0e-2100-4e5e-bd2c-3139bd289b06,Sk Sujauddin,4,good,0,2026-06-20 11:27:23,,,,google_play
44c2f6fd-d93b-49bd-80f3-f9c37dc05548,Xolani Mazibuko,5,oooh woooow!,0,2026-06-20 11:23:52,,,277.1.0.21.162,google_play
a9ddfe4c-19ed-4a99-87df-5cf48649d7a7,ssprkumar chapala,5,wow awesome,0,2026-06-20 11:17:53,,,,google_play
58362996-8e91-4667-9e21-16c3bcfeea01,Karan Wadkute,5,Acha app hai good,0,2026-06-20 11:14:14,,,277.0.0.20.162,google_play
fce1a124-50aa-49a5-83db-59cabf48aa2a,Mahesh Chunara,5,Best app,0,2026-06-20 11:11:16,,,,google_play
1e3141e6-3ee3-4c74-9a94-e157eb821e12,Deni Setiawan,5,so cool apps,0,2026-06-20 11:09:35,,,277.1.0.21.162,google_play
098b3255-3be5-45f4-a5ce-ea1c81a62ecd,Akash Biswas,5,good survice,0,2026-06-20 11:07:49,,,275.2.0.18.164,google_play
d162adcf-ad45-48c9-87ae-9d0b90b22416,Adnan Chaudhary,1,bahat Acha hai,0,2026-06-20 11:07:47,,,277.1.0.21.162,google_play
07b50fc1-321f-4dd3-93a5-6c399f77dc97,Imran Pathan,5,best app,0,2026-06-20 10:48:21,,,277.1.0.21.162,google_play
5d02230e-4798-4795-a781-652b1159c850,Rakesh Nikam,5,nice,0,2026-06-20 10:37:09,,,275.2.0.18.164,google_play
437d64e2-d033-47d6-9e86-6ea68af2419c,Nasrin Khatoon,3,he gives good answers sometimes,0,2026-06-20 10:35:23,,,,google_play
4aa854cf-4322-4894-82f9-90c1a5c73ae4,Celsa Privaldo Dolorzo,5,wow congratulations myself from meta Al and FB page account for growth,0,2026-06-20 10:32:48,,,,google_play
f137cb51-d728-4266-a5b1-d2a018056a2b,Md raj ahamed,5,এআই বন্ধু তার সাথে চ্যাট করতেছি,0,2026-06-20 10:32:14,,,,google_play
5dca72fb-aca7-4f4c-95a6-b8ff26a2053a,Arjun Sengupta,1,not upto the mark,0,2026-06-20 10:29:24,,,273.1.0.34.167,google_play
62b962a9-d889-41f4-b54d-42879baa5bb2,Mkateko Mabasa,5,perfect app,0,2026-06-20 10:28:00,,,277.1.0.21.162,google_play
8bc71916-494d-4dfe-97d2-7c3a12217760,Mazak Balu,5,fine and good,0,2026-06-20 10:27:03,,,277.1.0.21.162,google_play
ba6f1f57-7de8-429b-ab56-d5a1e438cf88,Vidya Vijiya,5,it is the best,0,2026-06-20 10:25:52,,,275.2.0.18.164,google_play
2ec49698-f858-4e7f-bbcd-da06f4cd5e0d,Gha Gha,5,Super love it😍,0,2026-06-20 10:13:57,,,,google_play
004de156-990d-4a35-a9bb-8f8475e26c82,Shadab Tanveer,5,nice 👍,0,2026-06-20 10:12:04,,,,google_play
f2e30966-e016-4585-bd53-8c2c58bee65f,Aakash rathod,4,satisfying,0,2026-06-20 10:07:13,"Hey Aakash!

Thank you so much for sharing your satisfying review with us!

We are happy to hear that your experience with Meta AI - Vibes & AI Glasses meets your expectations smoothly. Providing an intuitive, hands-free companion for your daily routine is exactly our goal.

Enjoy exploring all the immersive features! 😎",2026-06-20 10:38:06,251.0.0.61.166,google_play
eb322eba-cdfd-44bb-af17-03c95b45e243,aijaz raina,2,vibe,0,2026-06-20 09:54:59,,,,google_play
1c76e2f0-75fa-4a2f-86a3-af25e086e508,Herlan Andarlinsyah,5,"Incredible apps, so I can use it all the time",0,2026-06-20 09:50:22,"Hey Herlan!

Thank you so much for the incredible 5-star review!

We are absolutely thrilled to hear that you love our app and can use it all the time. Providing a seamless, reliable experience for your daily routine is exactly what we aim for.

Enjoy your ongoing journey with our platform!",2026-06-20 09:58:39,277.1.0.21.162,google_play
c53aab85-d2ea-4e00-93b6-e1ea748aead8,Chirag Jaat,5,best ai app isse achha koi bhi nhi hai,0,2026-06-20 09:47:01,,,277.1.0.21.162,google_play
5b91c18b-69aa-45c3-a35e-9ce1d4461f87,Anjali Bhadauriya,5,fantastic amazing,1,2026-06-20 09:42:35,,,277.1.0.21.162,google_play
8ce5721a-d30b-479b-b101-c8a0e8eb94b8,Stephen Love,4,Nice to use.,0,2026-06-20 09:42:16,,,,google_play
4dddca52-0f4d-4fbb-85ff-d18a4f21bd65,Nagendra Tivari,3,good,0,2026-06-20 09:41:30,,,,google_play
de226075-d9b4-4785-afb8-825cb3c06ea6,PREM ANAND,5,👍👍,0,2026-06-20 09:39:07,,,,google_play
56e70f27-c2de-4868-9564-73c6603c78b5,Amrshih Rajput,5,ye app bhot hi achha hai try karo please 🥺,0,2026-06-20 09:36:11,,,276.0.0.23.162,google_play
4befdcb5-dbee-4b73-a20a-e2111581a942,SOUMYARANJAN SAMANTARAY,5,Good,0,2026-06-20 09:32:29,,,277.1.0.21.162,google_play
db6bc8b2-7bbd-47cb-b7b5-614d01f93c12,Manoj Kumar Manoj Kumar,3,गजब है पर ऐसा ही फ्री रहने देना,0,2026-06-20 09:29:21,,,276.0.0.23.162,google_play
f4409831-63a8-48aa-ab21-33287f71a9b4,Rebecca Okoro,5,very good,0,2026-06-20 09:28:38,,,,google_play
f1cfedf3-39e3-4a6a-8a3f-b93ab2c4b6e1,Bala Balakumaaran,2,சூப்பர்,1,2026-06-20 09:09:34,,,,google_play
85ad5515-3037-40e1-ac86-5504e050b95a,Suban Debbarma,2,parfect,0,2026-06-20 09:01:27,,,277.1.0.21.162,google_play
ada012b3-3747-4a1f-bd21-26d5c067506c,Umair Jutt,5,yr ya Baki sab sy to bhtar hy or free hy,0,2026-06-20 08:59:08,,,277.1.0.21.162,google_play
742f917e-9e61-45d5-90e8-083ba3f78fc9,Eric Gumede,5,Productive information,0,2026-06-20 08:58:29,"Hey Eric!

Thank you for your 5-star review!

We are excited you are enjoying the productive information on your Meta AI - Vibes & AI Glasses. Providing real-time, hands-free insights directly to your smart glasses is our ultimate goal. It is fantastic that our platform adds value to your daily routine.

Keep exploring!",2026-06-20 09:31:18,,google_play
fae2f1ee-0bb1-4fc1-a339-d05d6a7877e3,diamondz7,1,"((Too many glitches and false promises)) Meta AI keeps changing my characters and ruining animations. It morphs faces, shifts clothes, and ignores clear prompts — even when I ask it not to. The app feels unstable and unpredictable, especially for creators who want consistent results. It’s frustrating when you spend time designing something and the AI randomly changes it. Needs serious improvement before it can be called professional‑grade.",0,2026-06-20 08:45:49,,,,google_play
41df1ac9-d1e5-4119-872c-88e23d1407d2,satish kumar,1,good,0,2026-06-20 08:44:33,,,,google_play
42807d11-ba6c-4909-9e6c-de2b9e6b7b4f,GAJENDRA SINGH SENGAR,5,good 👍,0,2026-06-20 08:43:28,,,,google_play
da716f30-35c3-4d18-b36b-f2c747b49bf7,Satnam Bhoura,5,ok well done,1,2026-06-20 08:41:48,,,,google_play
b64fecc3-1765-4fbe-8705-e0ad0c1cb1cd,Guruswami bamnal,5,very good,0,2026-06-20 08:41:23,,,277.1.0.21.162,google_play
cc278385-038a-4778-973a-bda9a7bdaf87,Gun Gun,4,good,0,2026-06-20 08:27:48,,,277.1.0.21.162,google_play
c1c98f64-f2bd-47f3-8278-50463309d4d7,Seif Khalef,4,it's good,0,2026-06-20 08:11:58,,,,google_play
b9f5c8e8-16f1-4b89-9618-dc0761c09550,Mintu Hassan,5,"I am really very happy because it helps me create videos. I like it very much.""",0,2026-06-20 08:09:19,,,,google_play
cac3def4-4625-4e63-bd1b-9234ccceecaf,Chelsea Krimm,1,"I can no longer adjust my video length on my ray ban stories, I can only record 30 second videos",1,2026-06-20 08:08:41,,,277.1.0.21.162,google_play
792174df-88ac-44a0-9c6a-067a6801dcad,Md Sumon,5,nice,0,2026-06-20 07:56:37,,,277.1.0.21.162,google_play
209cc68f-ec26-41c6-af2b-477267b402bd,Mangal Tiwari,5,👍 best app ever,0,2026-06-20 07:54:52,,,,google_play
ddeeb9ca-72a7-4f4b-8437-7e341332a402,Shahid Bhuiyan,5,very good,0,2026-06-20 07:53:15,,,,google_play
a7d771fc-c267-457f-a5ad-206dbfa7b02f,ahmed ali kakar,5,unparalleled animation 👌,0,2026-06-20 07:53:11,,,276.0.0.23.162,google_play
03a8f552-26eb-4dad-a402-1ffc97af5132,P 4 Prank,4,sometimes it fails to follow through completely but otherwise excellent tool,0,2026-06-20 07:50:55,,,276.0.0.23.162,google_play
5e5dc0c2-b675-4673-9bcd-1c90152f7f79,MK Kîñgstãr Síroliya Mewati Brand,5,very good 👍,0,2026-06-20 07:46:26,,,276.0.0.23.162,google_play
b6bf36af-f103-4e81-886a-826f27679be5,Suresh Prasad Mourya,5,very nice,0,2026-06-20 07:41:21,,,,google_play
926d9400-0271-4b9b-9c46-54b9c7fea201,Ali Shair,5,best friend,0,2026-06-20 07:40:11,,,229.0.0.29.166,google_play
55004904-135d-4ef4-b65f-c5c9e9faa62f,Pruthviraj Lande,5,best all,0,2026-06-20 07:39:00,,,,google_play
5261e7ae-420f-478e-b712-877fd3f48b66,Kali A,5,சூப்பர் எனக்கு உதவியா இருக்க.,0,2026-06-20 07:33:31,,,,google_play
9019b709-9b9b-463f-b3c0-65f4ff84be1e,Adam Seybold,1,trash,0,2026-06-20 07:28:00,,,277.1.0.21.162,google_play
d9b19acc-09e4-43de-8fb2-d06c6cd1f4b5,Geeta jain,1,third class app,0,2026-06-20 07:23:11,,,,google_play
a8ecce42-0713-4d9e-ba18-f8c8655de47c,Angelito Samson,5,aabot pa to,0,2026-06-20 07:22:34,,,,google_play
f62791fa-82c1-4eb3-99b6-224f387a485d,Niraml Sarma,5,बहुत अच्छा लगा,0,2026-06-20 07:22:21,,,,google_play
508d9d72-4481-4f72-a770-904f7922d563,Juber Khan,5,good,0,2026-06-20 07:21:53,,,,google_play
91a7831b-f16f-40e2-8ae1-09c1d7fcc08a,Ahsan Ali,5,nice,0,2026-06-20 07:21:27,,,276.0.0.23.162,google_play
87d30646-beab-4147-af0d-a116dcfae3b4,Amit kumar murmu,5,i like this feature,0,2026-06-20 07:05:46,,,,google_play
599161e2-9508-4259-8373-ad1a3c762d36,Virender Kumar,5,good,0,2026-06-20 07:05:19,,,277.0.0.20.162,google_play
497ec2ce-0213-4977-ae21-e6020d654d73,Sanjay sojitra,5,good 👍👍👍👍,0,2026-06-20 07:02:54,,,,google_play
573a879e-588c-4e10-8392-1365344fed62,Nick,4,good,0,2026-06-20 06:57:30,,,277.1.0.21.162,google_play
c22eba6b-49f3-489c-b65d-91d04b9193da,Neha Joshi,5,this ai has so many thinks that we help,0,2026-06-20 06:56:36,,,277.1.0.21.162,google_play
9a05bc7e-651b-45d2-9a51-648a866a2f61,Arbind Rock,3,Nice,0,2026-06-20 06:54:55,,,,google_play
e0298104-5d9d-4071-81b1-943232908c5b,Anil Medipally,5,exalent,0,2026-06-20 06:41:36,,,277.1.0.21.162,google_play
8234d91a-e2e4-4cab-8886-fedab7c6c4dd,Marko Viter,5,Nice!,0,2026-06-20 06:39:38,,,277.1.0.21.162,google_play
629b5b04-f63c-4682-b2c7-b5f4a64c7438,Elizabeth,5,good,0,2026-06-20 06:38:14,,,,google_play
08d755a9-1256-4b8a-a9d6-926b88d30196,Thankappannair Pradeppkumar,5,good,0,2026-06-20 06:37:50,,,,google_play
963f9e7c-2940-49f4-8f92-1c976c78b345,Kalyan Kalasava,5,nice,0,2026-06-20 06:36:53,,,,google_play
12369714-910a-4157-aa1b-c4ee552d2198,Effa Aly,5,just awesome,0,2026-06-20 06:36:39,,,,google_play
ef9733b2-30e1-479c-9fa6-bf449b00b50e,Suraj Kumar,5,very good,0,2026-06-20 06:33:39,,,277.1.0.21.162,google_play
7bfbc881-51dd-4fea-9073-f3c60caf942c,Michael,3,sound is to short,0,2026-06-20 06:29:41,,,277.1.0.21.162,google_play
3ca93dd4-3c0d-4562-af95-d0c20a53837e,Aalon Bush,4,Some animations work better than others‼️😆,0,2026-06-20 06:28:50,,,276.0.0.23.162,google_play
